cube_id,poly_id,face,cube_x,cube_y,poly_x0,poly_y0,poly_x1,poly_y1,poly_x2,poly_y2,poly_x3,poly_y3,plot_x,plot_y,dim_x,dim_y,r,g,b,mask_filename,render_type,render_obj_id,scale,align_vert,align_horiz,panel_base_filename
1,1,south,-3,5,35,62,71,62,71,97,35,97,35,62,35,35,31,255,153,001.png,cube,11,100.0,center,center,11_004
1,1,south,-3,5,35,62,71,62,71,97,35,97,35,62,35,35,31,255,153,001.png,cube,12,100.0,center,center,12_004
1,1,south,-3,5,35,62,71,62,71,97,35,97,35,62,35,35,31,255,153,001.png,cube,13,100.0,center,center,13_004
1,1,south,-3,5,35,62,71,62,71,97,35,97,35,62,35,35,31,255,153,001.png,cube,14,100.0,center,center,14_004
1,1,south,-3,5,35,62,71,62,71,97,35,97,35,62,35,35,31,255,153,001.png,cube,15,100.0,center,center,15_004
1,1,south,-3,5,35,62,71,62,71,97,35,97,35,62,35,35,31,255,153,001.png,cube,16,100.0,center,center,16_004
1,1,south,-3,5,35,62,71,62,71,97,35,97,35,62,35,35,31,255,153,001.png,cube,17,100.0,center,center,17_004
1,1,south,-3,5,35,62,71,62,71,97,35,97,35,62,35,35,31,255,153,001.png,cube,57,100.0,center,center,57_004
1,1,south,-3,5,35,62,71,62,71,97,35,97,35,62,35,35,31,255,153,001.png,cube,58,100.0,center,center,58_004
1,1,south,-3,5,35,62,71,62,71,97,35,97,35,62,35,35,31,255,153,001.png,cube,59,100.0,center,center,59_004
2,2,south,-2,5,71,62,106,62,106,97,71,97,71,62,35,35,63,255,153,002.png,cube,10,100.0,center,center,10_004
2,2,south,-2,5,71,62,106,62,106,97,71,97,71,62,35,35,63,255,153,002.png,cube,11,100.0,center,center,11_004
2,2,south,-2,5,71,62,106,62,106,97,71,97,71,62,35,35,63,255,153,002.png,cube,12,100.0,center,center,12_004
2,2,south,-2,5,71,62,106,62,106,97,71,97,71,62,35,35,63,255,153,002.png,cube,13,100.0,center,center,13_004
2,2,south,-2,5,71,62,106,62,106,97,71,97,71,62,35,35,63,255,153,002.png,cube,14,100.0,center,center,14_004
2,2,south,-2,5,71,62,106,62,106,97,71,97,71,62,35,35,63,255,153,002.png,cube,15,100.0,center,center,15_004
2,2,south,-2,5,71,62,106,62,106,97,71,97,71,62,35,35,63,255,153,002.png,cube,16,100.0,center,center,16_004
2,2,south,-2,5,71,62,106,62,106,97,71,97,71,62,35,35,63,255,153,002.png,cube,17,100.0,center,center,17_004
2,2,south,-2,5,71,62,106,62,106,97,71,97,71,62,35,35,63,255,153,002.png,cube,57,100.0,center,center,57_004
2,2,south,-2,5,71,62,106,62,106,97,71,97,71,62,35,35,63,255,153,002.png,cube,58,100.0,center,center,58_004
2,2,south,-2,5,71,62,106,62,106,97,71,97,71,62,35,35,63,255,153,002.png,cube,59,100.0,center,center,59_004
3,3,south,-1,5,106,62,142,62,142,97,106,97,106,62,35,35,95,255,153,003.png,cube,10,100.0,center,center,10_004
3,3,south,-1,5,106,62,142,62,142,97,106,97,106,62,35,35,95,255,153,003.png,cube,11,100.0,center,center,11_004
3,3,south,-1,5,106,62,142,62,142,97,106,97,106,62,35,35,95,255,153,003.png,cube,12,100.0,center,center,12_004
3,3,south,-1,5,106,62,142,62,142,97,106,97,106,62,35,35,95,255,153,003.png,cube,13,100.0,center,center,13_004
3,3,south,-1,5,106,62,142,62,142,97,106,97,106,62,35,35,95,255,153,003.png,cube,14,100.0,center,center,14_004
3,3,south,-1,5,106,62,142,62,142,97,106,97,106,62,35,35,95,255,153,003.png,cube,15,100.0,center,center,15_004
3,3,south,-1,5,106,62,142,62,142,97,106,97,106,62,35,35,95,255,153,003.png,cube,16,100.0,center,center,16_004
3,3,south,-1,5,106,62,142,62,142,97,106,97,106,62,35,35,95,255,153,003.png,cube,17,100.0,center,center,17_004
3,3,south,-1,5,106,62,142,62,142,97,106,97,106,62,35,35,95,255,153,003.png,cube,57,100.0,center,center,57_004
3,3,south,-1,5,106,62,142,62,142,97,106,97,106,62,35,35,95,255,153,003.png,cube,58,100.0,center,center,58_004
3,3,south,-1,5,106,62,142,62,142,97,106,97,106,62,35,35,95,255,153,003.png,cube,59,100.0,center,center,59_004
28,41,south,1,2,213,26,319,26,319,133,213,133,213,26,107,107,159,63,153,041.png,cube,10,100.0,center,center,10_040
28,41,south,1,2,213,26,319,26,319,133,213,133,213,26,107,107,159,63,153,041.png,cube,11,100.0,center,center,11_040
28,41,south,1,2,213,26,319,26,319,133,213,133,213,26,107,107,159,63,153,041.png,cube,12,100.0,center,center,12_040
28,41,south,1,2,213,26,319,26,319,133,213,133,213,26,107,107,159,63,153,041.png,cube,13,100.0,center,center,13_040
28,41,south,1,2,213,26,319,26,319,133,213,133,213,26,107,107,159,63,153,041.png,cube,14,100.0,center,center,14_040
28,41,south,1,2,213,26,319,26,319,133,213,133,213,26,107,107,159,63,153,041.png,cube,15,100.0,center,center,15_040
28,41,south,1,2,213,26,319,26,319,133,213,133,213,26,107,107,159,63,153,041.png,cube,16,100.0,center,center,16_040
28,41,south,1,2,213,26,319,26,319,133,213,133,213,26,107,107,159,63,153,041.png,cube,17,100.0,center,center,17_040
28,41,south,1,2,213,26,319,26,319,133,213,133,213,26,107,107,159,63,153,041.png,cube,57,100.0,center,center,57_040
28,41,south,1,2,213,26,319,26,319,133,213,133,213,26,107,107,159,63,153,041.png,cube,58,100.0,center,center,58_040
28,41,south,1,2,213,26,319,26,319,133,213,133,213,26,107,107,159,63,153,041.png,cube,59,100.0,center,center,59_040
23,34,south,2,3,256,48,320,48,320,112,256,112,256,48,64,64,191,127,153,034.png,cube,10,100.0,center,center,10_032
23,34,south,2,3,256,48,320,48,320,112,256,112,256,48,64,64,191,127,153,034.png,cube,11,100.0,center,center,11_032
23,34,south,2,3,256,48,320,48,320,112,256,112,256,48,64,64,191,127,153,034.png,cube,12,100.0,center,center,12_032
23,34,south,2,3,256,48,320,48,320,112,256,112,256,48,64,64,191,127,153,034.png,cube,13,100.0,center,center,13_032
23,34,south,2,3,256,48,320,48,320,112,256,112,256,48,64,64,191,127,153,034.png,cube,14,100.0,center,center,14_032
23,34,south,2,3,256,48,320,48,320,112,256,112,256,48,64,64,191,127,153,034.png,cube,15,100.0,center,center,15_032
23,34,south,2,3,256,48,320,48,320,112,256,112,256,48,64,64,191,127,153,034.png,cube,16,100.0,center,center,16_032
23,34,south,2,3,256,48,320,48,320,112,256,112,256,48,64,64,191,127,153,034.png,cube,17,100.0,center,center,17_032
23,34,south,2,3,256,48,320,48,320,112,256,112,256,48,64,64,191,127,153,034.png,cube,57,100.0,center,center,57_032
23,34,south,2,3,256,48,320,48,320,112,256,112,256,48,64,64,191,127,153,034.png,cube,58,100.0,center,center,58_032
23,34,south,2,3,256,48,320,48,320,112,256,112,256,48,64,64,191,127,153,034.png,cube,59,100.0,center,center,59_032
22,33,south,1,3,192,48,256,48,256,112,192,112,192,48,64,64,159,127,153,033.png,cube,10,100.0,center,center,10_032
22,33,south,1,3,192,48,256,48,256,112,192,112,192,48,64,64,159,127,153,033.png,cube,11,100.0,center,center,11_032
22,33,south,1,3,192,48,256,48,256,112,192,112,192,48,64,64,159,127,153,033.png,cube,12,100.0,center,center,12_032
22,33,south,1,3,192,48,256,48,256,112,192,112,192,48,64,64,159,127,153,033.png,cube,13,100.0,center,center,13_032
22,33,south,1,3,192,48,256,48,256,112,192,112,192,48,64,64,159,127,153,033.png,cube,14,100.0,center,center,14_032
22,33,south,1,3,192,48,256,48,256,112,192,112,192,48,64,64,159,127,153,033.png,cube,15,100.0,center,center,15_032
22,33,south,1,3,192,48,256,48,256,112,192,112,192,48,64,64,159,127,153,033.png,cube,16,100.0,center,center,16_032
22,33,south,1,3,192,48,256,48,256,112,192,112,192,48,64,64,159,127,153,033.png,cube,17,100.0,center,center,17_032
22,33,south,1,3,192,48,256,48,256,112,192,112,192,48,64,64,159,127,153,033.png,cube,57,100.0,center,center,57_032
22,33,south,1,3,192,48,256,48,256,112,192,112,192,48,64,64,159,127,153,033.png,cube,58,100.0,center,center,58_032
22,33,south,1,3,192,48,256,48,256,112,192,112,192,48,64,64,159,127,153,033.png,cube,59,100.0,center,center,59_032
16,23,south,3,4,273,57,319,57,319,102,273,102,273,57,45,45,223,191,153,023.png,cube,10,100.0,center,center,10_020
16,23,south,3,4,273,57,319,57,319,102,273,102,273,57,45,45,223,191,153,023.png,cube,11,100.0,center,center,11_020
16,23,south,3,4,273,57,319,57,319,102,273,102,273,57,45,45,223,191,153,023.png,cube,12,100.0,center,center,12_020
16,23,south,3,4,273,57,319,57,319,102,273,102,273,57,45,45,223,191,153,023.png,cube,13,100.0,center,center,13_020
16,23,south,3,4,273,57,319,57,319,102,273,102,273,57,45,45,223,191,153,023.png,cube,14,100.0,center,center,14_020
16,23,south,3,4,273,57,319,57,319,102,273,102,273,57,45,45,223,191,153,023.png,cube,15,100.0,center,center,15_020
16,23,south,3,4,273,57,319,57,319,102,273,102,273,57,45,45,223,191,153,023.png,cube,16,100.0,center,center,16_020
16,23,south,3,4,273,57,319,57,319,102,273,102,273,57,45,45,223,191,153,023.png,cube,17,100.0,center,center,17_020
16,23,south,3,4,273,57,319,57,319,102,273,102,273,57,45,45,223,191,153,023.png,cube,57,100.0,center,center,57_020
16,23,south,3,4,273,57,319,57,319,102,273,102,273,57,45,45,223,191,153,023.png,cube,58,100.0,center,center,58_020
16,23,south,3,4,273,57,319,57,319,102,273,102,273,57,45,45,223,191,153,023.png,cube,59,100.0,center,center,59_020
15,22,south,2,4,228,57,273,57,273,102,228,102,228,57,45,45,191,191,153,022.png,cube,10,100.0,center,center,10_020
15,22,south,2,4,228,57,273,57,273,102,228,102,228,57,45,45,191,191,153,022.png,cube,11,100.0,center,center,11_020
15,22,south,2,4,228,57,273,57,273,102,228,102,228,57,45,45,191,191,153,022.png,cube,12,100.0,center,center,12_020
15,22,south,2,4,228,57,273,57,273,102,228,102,228,57,45,45,191,191,153,022.png,cube,13,100.0,center,center,13_020
15,22,south,2,4,228,57,273,57,273,102,228,102,228,57,45,45,191,191,153,022.png,cube,14,100.0,center,center,14_020
15,22,south,2,4,228,57,273,57,273,102,228,102,228,57,45,45,191,191,153,022.png,cube,15,100.0,center,center,15_020
15,22,south,2,4,228,57,273,57,273,102,228,102,228,57,45,45,191,191,153,022.png,cube,16,100.0,center,center,16_020
15,22,south,2,4,228,57,273,57,273,102,228,102,228,57,45,45,191,191,153,022.png,cube,17,100.0,center,center,17_020
15,22,south,2,4,228,57,273,57,273,102,228,102,228,57,45,45,191,191,153,022.png,cube,57,100.0,center,center,57_020
15,22,south,2,4,228,57,273,57,273,102,228,102,228,57,45,45,191,191,153,022.png,cube,58,100.0,center,center,58_020
15,22,south,2,4,228,57,273,57,273,102,228,102,228,57,45,45,191,191,153,022.png,cube,59,100.0,center,center,59_020
14,21,south,1,4,182,57,228,57,228,102,182,102,182,57,45,45,159,191,153,021.png,cube,10,100.0,center,center,10_020
14,21,south,1,4,182,57,228,57,228,102,182,102,182,57,45,45,159,191,153,021.png,cube,11,100.0,center,center,11_020
14,21,south,1,4,182,57,228,57,228,102,182,102,182,57,45,45,159,191,153,021.png,cube,12,100.0,center,center,12_020
14,21,south,1,4,182,57,228,57,228,102,182,102,182,57,45,45,159,191,153,021.png,cube,13,100.0,center,center,13_020
14,21,south,1,4,182,57,228,57,228,102,182,102,182,57,45,45,159,191,153,021.png,cube,14,100.0,center,center,14_020
14,21,south,1,4,182,57,228,57,228,102,182,102,182,57,45,45,159,191,153,021.png,cube,15,100.0,center,center,15_020
14,21,south,1,4,182,57,228,57,228,102,182,102,182,57,45,45,159,191,153,021.png,cube,16,100.0,center,center,16_020
14,21,south,1,4,182,57,228,57,228,102,182,102,182,57,45,45,159,191,153,021.png,cube,17,100.0,center,center,17_020
14,21,south,1,4,182,57,228,57,228,102,182,102,182,57,45,45,159,191,153,021.png,cube,57,100.0,center,center,57_020
14,21,south,1,4,182,57,228,57,228,102,182,102,182,57,45,45,159,191,153,021.png,cube,58,100.0,center,center,58_020
14,21,south,1,4,182,57,228,57,228,102,182,102,182,57,45,45,159,191,153,021.png,cube,59,100.0,center,center,59_020
8,8,south,4,5,284,62,319,62,319,97,284,97,284,62,35,35,255,255,153,008.png,cube,10,100.0,center,center,10_004
8,8,south,4,5,284,62,319,62,319,97,284,97,284,62,35,35,255,255,153,008.png,cube,11,100.0,center,center,11_004
8,8,south,4,5,284,62,319,62,319,97,284,97,284,62,35,35,255,255,153,008.png,cube,12,100.0,center,center,12_004
8,8,south,4,5,284,62,319,62,319,97,284,97,284,62,35,35,255,255,153,008.png,cube,13,100.0,center,center,13_004
8,8,south,4,5,284,62,319,62,319,97,284,97,284,62,35,35,255,255,153,008.png,cube,14,100.0,center,center,14_004
8,8,south,4,5,284,62,319,62,319,97,284,97,284,62,35,35,255,255,153,008.png,cube,15,100.0,center,center,15_004
8,8,south,4,5,284,62,319,62,319,97,284,97,284,62,35,35,255,255,153,008.png,cube,16,100.0,center,center,16_004
8,8,south,4,5,284,62,319,62,319,97,284,97,284,62,35,35,255,255,153,008.png,cube,17,100.0,center,center,17_004
8,8,south,4,5,284,62,319,62,319,97,284,97,284,62,35,35,255,255,153,008.png,cube,57,100.0,center,center,57_004
8,8,south,4,5,284,62,319,62,319,97,284,97,284,62,35,35,255,255,153,008.png,cube,58,100.0,center,center,58_004
8,8,south,4,5,284,62,319,62,319,97,284,97,284,62,35,35,255,255,153,008.png,cube,59,100.0,center,center,59_004
7,7,south,3,5,248,62,284,62,284,97,248,97,248,62,35,35,223,255,153,007.png,cube,10,100.0,center,center,10_004
7,7,south,3,5,248,62,284,62,284,97,248,97,248,62,35,35,223,255,153,007.png,cube,11,100.0,center,center,11_004
7,7,south,3,5,248,62,284,62,284,97,248,97,248,62,35,35,223,255,153,007.png,cube,12,100.0,center,center,12_004
7,7,south,3,5,248,62,284,62,284,97,248,97,248,62,35,35,223,255,153,007.png,cube,13,100.0,center,center,13_004
7,7,south,3,5,248,62,284,62,284,97,248,97,248,62,35,35,223,255,153,007.png,cube,14,100.0,center,center,14_004
7,7,south,3,5,248,62,284,62,284,97,248,97,248,62,35,35,223,255,153,007.png,cube,15,100.0,center,center,15_004
7,7,south,3,5,248,62,284,62,284,97,248,97,248,62,35,35,223,255,153,007.png,cube,16,100.0,center,center,16_004
7,7,south,3,5,248,62,284,62,284,97,248,97,248,62,35,35,223,255,153,007.png,cube,17,100.0,center,center,17_004
7,7,south,3,5,248,62,284,62,284,97,248,97,248,62,35,35,223,255,153,007.png,cube,57,100.0,center,center,57_004
7,7,south,3,5,248,62,284,62,284,97,248,97,248,62,35,35,223,255,153,007.png,cube,58,100.0,center,center,58_004
7,7,south,3,5,248,62,284,62,284,97,248,97,248,62,35,35,223,255,153,007.png,cube,59,100.0,center,center,59_004
6,6,south,2,5,213,62,248,62,248,97,213,97,213,62,35,35,191,255,153,006.png,cube,10,100.0,center,center,10_004
6,6,south,2,5,213,62,248,62,248,97,213,97,213,62,35,35,191,255,153,006.png,cube,11,100.0,center,center,11_004
6,6,south,2,5,213,62,248,62,248,97,213,97,213,62,35,35,191,255,153,006.png,cube,12,100.0,center,center,12_004
6,6,south,2,5,213,62,248,62,248,97,213,97,213,62,35,35,191,255,153,006.png,cube,13,100.0,center,center,13_004
6,6,south,2,5,213,62,248,62,248,97,213,97,213,62,35,35,191,255,153,006.png,cube,14,100.0,center,center,14_004
6,6,south,2,5,213,62,248,62,248,97,213,97,213,62,35,35,191,255,153,006.png,cube,15,100.0,center,center,15_004
6,6,south,2,5,213,62,248,62,248,97,213,97,213,62,35,35,191,255,153,006.png,cube,16,100.0,center,center,16_004
6,6,south,2,5,213,62,248,62,248,97,213,97,213,62,35,35,191,255,153,006.png,cube,17,100.0,center,center,17_004
6,6,south,2,5,213,62,248,62,248,97,213,97,213,62,35,35,191,255,153,006.png,cube,57,100.0,center,center,57_004
6,6,south,2,5,213,62,248,62,248,97,213,97,213,62,35,35,191,255,153,006.png,cube,58,100.0,center,center,58_004
6,6,south,2,5,213,62,248,62,248,97,213,97,213,62,35,35,191,255,153,006.png,cube,59,100.0,center,center,59_004
5,5,south,1,5,177,62,213,62,213,97,177,97,177,62,35,35,159,255,153,005.png,cube,10,100.0,center,center,10_004
5,5,south,1,5,177,62,213,62,213,97,177,97,177,62,35,35,159,255,153,005.png,cube,11,100.0,center,center,11_004
5,5,south,1,5,177,62,213,62,213,97,177,97,177,62,35,35,159,255,153,005.png,cube,12,100.0,center,center,12_004
5,5,south,1,5,177,62,213,62,213,97,177,97,177,62,35,35,159,255,153,005.png,cube,13,100.0,center,center,13_004
5,5,south,1,5,177,62,213,62,213,97,177,97,177,62,35,35,159,255,153,005.png,cube,14,100.0,center,center,14_004
5,5,south,1,5,177,62,213,62,213,97,177,97,177,62,35,35,159,255,153,005.png,cube,15,100.0,center,center,15_004
5,5,south,1,5,177,62,213,62,213,97,177,97,177,62,35,35,159,255,153,005.png,cube,16,100.0,center,center,16_004
5,5,south,1,5,177,62,213,62,213,97,177,97,177,62,35,35,159,255,153,005.png,cube,17,100.0,center,center,17_004
5,5,south,1,5,177,62,213,62,213,97,177,97,177,62,35,35,159,255,153,005.png,cube,57,100.0,center,center,57_004
5,5,south,1,5,177,62,213,62,213,97,177,97,177,62,35,35,159,255,153,005.png,cube,58,100.0,center,center,58_004
5,5,south,1,5,177,62,213,62,213,97,177,97,177,62,35,35,159,255,153,005.png,cube,59,100.0,center,center,59_004
26,39,south,-1,2,0,26,106,26,106,133,0,133,23,67,60,65,95,63,153,039.png,sprite,20,75.0,bottom,center,20_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,26,83,53,49,95,63,153,039.png,sprite,41,50.0,bottom,center,41_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,26,96,50,36,95,63,153,039.png,sprite,22,50.0,bottom,center,22_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,26,96,53,36,95,63,153,039.png,sprite,45,50.0,bottom,center,45_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,26,99,53,30,95,63,153,039.png,sprite,47,50.0,bottom,center,47_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,26,103,53,29,95,63,153,039.png,sprite,40,50.0,bottom,center,40_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,26,103,53,29,95,63,153,039.png,sprite,46,50.0,bottom,center,46_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,26,113,53,19,95,63,153,039.png,sprite,43,50.0,bottom,center,43_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,27,26,60,27,95,63,153,039.png,sprite,23,100.0,top,center,23_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,28,52,55,80,95,63,153,039.png,sprite,51,75.0,bottom,center,51_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,30,106,46,20,95,63,153,039.png,sprite,49,50.0,bottom,center,49_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,33,52,45,80,95,63,153,039.png,sprite,52,75.0,bottom,center,52_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,33,93,46,39,95,63,153,039.png,sprite,42,50.0,bottom,center,42_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,33,113,43,19,95,63,153,039.png,sprite,48,50.0,bottom,center,48_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,36,89,30,43,95,63,153,039.png,sprite,50,50.0,bottom,center,50_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,36,96,34,36,95,63,153,039.png,sprite,21,50.0,bottom,center,21_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,36,96,34,36,95,63,153,039.png,sprite,24,50.0,bottom,center,24_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,36,99,43,33,95,63,153,039.png,sprite,44,50.0,bottom,center,44_040
19,30,south,-2,3,0,48,63,48,63,112,0,112,14,73,36,39,63,127,153,030.png,sprite,20,75.0,bottom,center,20_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,16,48,36,16,63,127,153,030.png,sprite,23,100.0,top,center,23_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,16,82,32,30,63,127,153,030.png,sprite,41,50.0,bottom,center,41_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,16,90,30,22,63,127,153,030.png,sprite,22,50.0,bottom,center,22_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,16,90,32,22,63,127,153,030.png,sprite,45,50.0,bottom,center,45_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,16,92,32,18,63,127,153,030.png,sprite,47,50.0,bottom,center,47_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,16,94,32,18,63,127,153,030.png,sprite,40,50.0,bottom,center,40_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,16,94,32,18,63,127,153,030.png,sprite,46,50.0,bottom,center,46_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,16,100,32,12,63,127,153,030.png,sprite,43,50.0,bottom,center,43_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,17,64,33,48,63,127,153,030.png,sprite,51,75.0,bottom,center,51_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,18,96,28,12,63,127,153,030.png,sprite,49,50.0,bottom,center,49_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,20,64,27,48,63,127,153,030.png,sprite,52,75.0,bottom,center,52_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,20,88,28,24,63,127,153,030.png,sprite,42,50.0,bottom,center,42_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,20,100,26,12,63,127,153,030.png,sprite,48,50.0,bottom,center,48_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,22,86,18,26,63,127,153,030.png,sprite,50,50.0,bottom,center,50_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,22,90,20,22,63,127,153,030.png,sprite,21,50.0,bottom,center,21_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,22,90,20,22,63,127,153,030.png,sprite,24,50.0,bottom,center,24_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,22,92,26,20,63,127,153,030.png,sprite,44,50.0,bottom,center,44_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,77,73,36,39,95,127,153,031.png,sprite,20,75.0,bottom,center,20_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,79,48,36,16,95,127,153,031.png,sprite,23,100.0,top,center,23_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,79,82,32,30,95,127,153,031.png,sprite,41,50.0,bottom,center,41_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,79,90,30,22,95,127,153,031.png,sprite,22,50.0,bottom,center,22_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,79,90,32,22,95,127,153,031.png,sprite,45,50.0,bottom,center,45_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,79,92,32,18,95,127,153,031.png,sprite,47,50.0,bottom,center,47_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,79,94,32,18,95,127,153,031.png,sprite,40,50.0,bottom,center,40_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,79,94,32,18,95,127,153,031.png,sprite,46,50.0,bottom,center,46_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,79,100,32,12,95,127,153,031.png,sprite,43,50.0,bottom,center,43_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,80,64,33,48,95,127,153,031.png,sprite,51,75.0,bottom,center,51_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,81,96,28,12,95,127,153,031.png,sprite,49,50.0,bottom,center,49_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,83,64,27,48,95,127,153,031.png,sprite,52,75.0,bottom,center,52_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,83,88,28,24,95,127,153,031.png,sprite,42,50.0,bottom,center,42_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,83,100,26,12,95,127,153,031.png,sprite,48,50.0,bottom,center,48_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,85,86,18,26,95,127,153,031.png,sprite,50,50.0,bottom,center,50_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,85,90,20,22,95,127,153,031.png,sprite,21,50.0,bottom,center,21_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,85,90,20,22,95,127,153,031.png,sprite,24,50.0,bottom,center,24_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,85,92,26,20,95,127,153,031.png,sprite,44,50.0,bottom,center,44_032
10,17,south,-3,4,0,57,46,57,46,102,0,102,10,75,25,26,31,191,153,017.png,sprite,20,75.0,bottom,center,20_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,11,81,22,20,31,191,153,017.png,sprite,41,50.0,bottom,center,41_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,11,86,21,15,31,191,153,017.png,sprite,22,50.0,bottom,center,22_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,11,86,22,15,31,191,153,017.png,sprite,45,50.0,bottom,center,45_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,11,88,22,12,31,191,153,017.png,sprite,47,50.0,bottom,center,47_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,11,89,22,12,31,191,153,017.png,sprite,40,50.0,bottom,center,40_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,11,89,22,12,31,191,153,017.png,sprite,46,50.0,bottom,center,46_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,11,93,22,8,31,191,153,017.png,sprite,43,50.0,bottom,center,43_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,12,57,25,12,31,191,153,017.png,sprite,23,100.0,top,center,23_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,12,68,23,33,31,191,153,017.png,sprite,51,75.0,bottom,center,51_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,13,90,19,9,31,191,153,017.png,sprite,49,50.0,bottom,center,49_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,14,68,19,33,31,191,153,017.png,sprite,52,75.0,bottom,center,52_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,14,85,19,16,31,191,153,017.png,sprite,42,50.0,bottom,center,42_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,14,93,18,8,31,191,153,017.png,sprite,48,50.0,bottom,center,48_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,16,84,12,17,31,191,153,017.png,sprite,50,50.0,bottom,center,50_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,16,86,13,15,31,191,153,017.png,sprite,21,50.0,bottom,center,21_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,16,86,13,15,31,191,153,017.png,sprite,24,50.0,bottom,center,24_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,16,88,17,13,31,191,153,017.png,sprite,44,50.0,bottom,center,44_020
11,18,south,-2,4,46,57,91,57,91,102,46,102,56,75,25,26,63,191,153,018.png,sprite,20,75.0,bottom,center,20_020
11,18,south,-2,4,46,57,91,57,91,102,46,102,57,81,22,20,63,191,153,018.png,sprite,41,50.0,bottom,center,41_020
11,18,south,-2,4,46,57,91,57,91,102,46,102,57,86,21,15,63,191,153,018.png,sprite,22,50.0,bottom,center,22_020
11,18,south,-2,4,46,57,91,57,91,102,46,102,57,86,22,15,63,191,153,018.png,sprite,45,50.0,bottom,center,45_020
11,18,south,-2,4,46,57,91,57,91,102,46,102,57,88,22,12,63,191,153,018.png,sprite,47,50.0,bottom,center,47_020
11,18,south,-2,4,46,57,91,57,91,102,46,102,57,89,22,12,63,191,153,018.png,sprite,40,50.0,bottom,center,40_020
11,18,south,-2,4,46,57,91,57,91,102,46,102,57,89,22,12,63,191,153,018.png,sprite,46,50.0,bottom,center,46_020
